street_address,month,city,state,zipcode,energy_type,energy_demand,latitude,longitude
Adams St. 200n. Wrentham St.,2,Boston,Massachusetts,02124,Electric,1404.875,42.287492,-71.063796
Adams St. 200n. Wrentham St.,3,Boston,Massachusetts,02124,Electric,1255.5714285714287,42.287492,-71.063796
Adams St. 200n. Wrentham St.,4,Boston,Massachusetts,02124,Electric,1091.5714285714287,42.287492,-71.063796
Adams St. 200n. Wrentham St.,5,Boston,Massachusetts,02124,Electric,821.5,42.287492,-71.063796
Adams St. 200n. Wrentham St.,6,Boston,Massachusetts,02124,Electric,904.6428571428571,42.287492,-71.063796
Adams St. 200n. Wrentham St.,7,Boston,Massachusetts,02124,Electric,856.625,42.287492,-71.063796
Adams St. 200n. Wrentham St.,8,Boston,Massachusetts,02124,Electric,770.0,42.287492,-71.063796
Adams St. 200n. Wrentham St.,9,Boston,Massachusetts,02124,Electric,1041.5333333333333,42.287492,-71.063796
Adams St. 200n. Wrentham St.,10,Boston,Massachusetts,02124,Electric,1247.3846153846155,42.287492,-71.063796
Adams St. 200n. Wrentham St.,11,Boston,Massachusetts,02124,Electric,1135.5333333333333,42.287492,-71.063796
Adams St. 200n. Wrentham St.,12,Boston,Massachusetts,02124,Electric,1226.2666666666667,42.287492,-71.063796
Adams St. @ #1185,1,Boston,Massachusetts,02124,Electric,115.57142857142857,42.2725694,-71.06652925024392
Adams St. @ #1185,2,Boston,Massachusetts,02124,Electric,110.125,42.2725694,-71.06652925024392
Adams St. @ #1185,3,Boston,Massachusetts,02124,Electric,106.92857142857143,42.2725694,-71.06652925024392
Adams St. @ #1185,4,Boston,Massachusetts,02124,Electric,110.35714285714286,42.2725694,-71.06652925024392
Adams St. @ #1185,5,Boston,Massachusetts,02124,Electric,115.07142857142857,42.2725694,-71.06652925024392
Adams St. @ #1185,6,Boston,Massachusetts,02124,Electric,116.07142857142857,42.2725694,-71.06652925024392
Adams St. @ #1185,7,Boston,Massachusetts,02124,Electric,115.375,42.2725694,-71.06652925024392
Adams St. @ #1185,8,Boston,Massachusetts,02124,Electric,110.13333333333334,42.2725694,-71.06652925024392
Adams St. @ #1185,9,Boston,Massachusetts,02124,Electric,113.06666666666666,42.2725694,-71.06652925024392
Adams St. @ #1185,10,Boston,Massachusetts,02124,Electric,113.61538461538461,42.2725694,-71.06652925024392
Adams St. @ #1185,11,Boston,Massachusetts,02124,Electric,115.21428571428571,42.2725694,-71.06652925024392
Adams St. @ #1185,12,Boston,Massachusetts,02124,Electric,118.85714285714286,42.2725694,-71.06652925024392
Adams St. @ Lonsdale St.,1,Boston,Massachusetts,02122,Electric,204.28571428571428,42.291489,-71.057297
Adams St. @ Lonsdale St.,2,Boston,Massachusetts,02122,Electric,178.625,42.291489,-71.057297
Adams St. @ Lonsdale St.,3,Boston,Massachusetts,02122,Electric,196.71428571428572,42.291489,-71.057297
Adams St. @ Lonsdale St.,4,Boston,Massachusetts,02122,Electric,185.42857142857142,42.291489,-71.057297
Adams St. @ Lonsdale St.,5,Boston,Massachusetts,02122,Electric,202.28571428571428,42.291489,-71.057297
Adams St. @ Lonsdale St.,6,Boston,Massachusetts,02122,Electric,209.71428571428572,42.291489,-71.057297
Adams St. @ Lonsdale St.,7,Boston,Massachusetts,02122,Electric,193.625,42.291489,-71.057297
Adams St. @ Lonsdale St.,8,Boston,Massachusetts,02122,Electric,186.06666666666666,42.291489,-71.057297
Adams St. @ Lonsdale St.,9,Boston,Massachusetts,02122,Electric,200.8,42.291489,-71.057297
Adams St. @ Lonsdale St.,10,Boston,Massachusetts,02122,Electric,206.3846153846154,42.291489,-71.057297
Adams St. @ Lonsdale St.,11,Boston,Massachusetts,02122,Electric,203.14285714285714,42.291489,-71.057297
Adams St. @ Lonsdale St.,12,Boston,Massachusetts,02122,Electric,201.71428571428572,42.291489,-71.057297
Adams St. Centre St. and Elmdale St.,1,Boston,Massachusetts,02122,Electric,170.78571428571428,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,2,Boston,Massachusetts,02122,Electric,177.6875,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,3,Boston,Massachusetts,02122,Electric,167.71428571428572,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,4,Boston,Massachusetts,02122,Electric,169.71428571428572,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,5,Boston,Massachusetts,02122,Electric,246.15384615384616,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,6,Boston,Massachusetts,02122,Electric,185.3846153846154,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,7,Boston,Massachusetts,02122,Electric,188.8125,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,8,Boston,Massachusetts,02122,Electric,177.21428571428572,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,9,Boston,Massachusetts,02122,Electric,182.42857142857142,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,10,Boston,Massachusetts,02122,Electric,173.46153846153845,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,11,Boston,Massachusetts,02122,Electric,175.14285714285714,42.325922,-71.096139
Adams St. Centre St. and Elmdale St.,12,Boston,Massachusetts,02122,Electric,167.78571428571428,42.325922,-71.096139
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),1,Boston,Massachusetts,02124,Electric,225.85714285714286,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),2,Boston,Massachusetts,02124,Electric,234.625,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),3,Boston,Massachusetts,02124,Electric,213.60714285714286,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),4,Boston,Massachusetts,02124,Electric,222.0,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),5,Boston,Massachusetts,02124,Electric,218.80769230769232,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),6,Boston,Massachusetts,02124,Electric,217.76923076923077,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),7,Boston,Massachusetts,02124,Electric,217.0,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),8,Boston,Massachusetts,02124,Electric,209.5,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),9,Boston,Massachusetts,02124,Electric,214.25,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),10,Boston,Massachusetts,02124,Electric,216.42307692307693,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),11,Boston,Massachusetts,02124,Electric,209.64285714285714,42.365939,-71.058438
Adams St. Dorchester Ave. and Washington St. (Pierce Sq.),12,Boston,Massachusetts,02124,Electric,224.17857142857142,42.365939,-71.058438
Adams St. Neponset Ave. and Parkman St.,1,Boston,Massachusetts,02122,Electric,181.43333333333334,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,2,Boston,Massachusetts,02122,Electric,174.7941176470588,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,3,Boston,Massachusetts,02122,Electric,181.0,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,4,Boston,Massachusetts,02122,Electric,175.71428571428572,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,5,Boston,Massachusetts,02122,Electric,187.69230769230768,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,6,Boston,Massachusetts,02122,Electric,191.69230769230768,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,7,Boston,Massachusetts,02122,Electric,184.5,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,8,Boston,Massachusetts,02122,Electric,182.85714285714286,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,9,Boston,Massachusetts,02122,Electric,189.07142857142858,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,10,Boston,Massachusetts,02122,Electric,185.3846153846154,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,11,Boston,Massachusetts,02122,Electric,180.28571428571428,42.29042,-71.048711
Adams St. Neponset Ave. and Parkman St.,12,Boston,Massachusetts,02122,Electric,188.07142857142858,42.29042,-71.048711
Adams St. and Ashmont St.,1,Boston,Massachusetts,02122,Electric,152.28571428571428,42.294309,-71.078769
Adams St. and Ashmont St.,2,Boston,Massachusetts,02122,Electric,155.5625,42.294309,-71.078769
Adams St. and Ashmont St.,3,Boston,Massachusetts,02122,Electric,146.78571428571428,42.294309,-71.078769
Adams St. and Ashmont St.,4,Boston,Massachusetts,02122,Electric,149.14285714285714,42.294309,-71.078769
Adams St. and Ashmont St.,5,Boston,Massachusetts,02122,Electric,153.35714285714286,42.294309,-71.078769
Adams St. and Ashmont St.,6,Boston,Massachusetts,02122,Electric,157.14285714285714,42.294309,-71.078769
Adams St. and Ashmont St.,7,Boston,Massachusetts,02122,Electric,158.4375,42.294309,-71.078769
Adams St. and Ashmont St.,8,Boston,Massachusetts,02122,Electric,151.33333333333334,42.294309,-71.078769
Adams St. and Ashmont St.,9,Boston,Massachusetts,02122,Electric,156.66666666666666,42.294309,-71.078769
Adams St. and Ashmont St.,10,Boston,Massachusetts,02122,Electric,152.23076923076923,42.294309,-71.078769
Adams St. and Ashmont St.,11,Boston,Massachusetts,02122,Electric,157.71428571428572,42.294309,-71.078769
Adams St. and Ashmont St.,12,Boston,Massachusetts,02122,Electric,152.35714285714286,42.294309,-71.078769
Adams St. and Beaumont St.,1,Boston,Massachusetts,02124,Electric,1031.0833333333333,42.284808,-71.059732
Adams St. and Beaumont St.,2,Boston,Massachusetts,02124,Electric,887.2307692307693,42.284808,-71.059732
Adams St. and Beaumont St.,3,Boston,Massachusetts,02124,Electric,764.8333333333334,42.284808,-71.059732
Adams St. and Beaumont St.,4,Boston,Massachusetts,02124,Electric,640.5,42.284808,-71.059732
Adams St. and Beaumont St.,5,Boston,Massachusetts,02124,Electric,553.9230769230769,42.284808,-71.059732
Adams St. and Beaumont St.,6,Boston,Massachusetts,02124,Electric,486.46153846153845,42.284808,-71.059732
Adams St. and Beaumont St.,7,Boston,Massachusetts,02124,Electric,469.64285714285717,42.284808,-71.059732
Adams St. and Beaumont St.,8,Boston,Massachusetts,02124,Electric,497.7692307692308,42.284808,-71.059732
Adams St. and Beaumont St.,9,Boston,Massachusetts,02124,Electric,480.375,42.284808,-71.059732
Adams St. and Beaumont St.,10,Boston,Massachusetts,02124,Electric,706.1818181818181,42.284808,-71.059732
Adams St. and Beaumont St.,11,Boston,Massachusetts,02124,Electric,833.9090909090909,42.284808,-71.059732
Adams St. and Beaumont St.,12,Boston,Massachusetts,02124,Electric,941.1666666666666,42.284808,-71.059732
Adams St. and Butler St.,1,Boston,Massachusetts,02124,Electric,974.8444444444444,42.295443,-71.056716
Adams St. and Butler St.,2,Boston,Massachusetts,02124,Electric,876.0784313725491,42.295443,-71.056716
Adams St. and Butler St.,3,Boston,Massachusetts,02124,Electric,921.2,42.295443,-71.056716
Adams St. and Butler St.,4,Boston,Massachusetts,02124,Electric,848.3333333333334,42.295443,-71.056716
Adams St. and Butler St.,5,Boston,Massachusetts,02124,Electric,788.3409090909091,42.295443,-71.056716
Adams St. and Butler St.,6,Boston,Massachusetts,02124,Electric,838.6,42.295443,-71.056716
Adams St. and Butler St.,7,Boston,Massachusetts,02124,Electric,722.7843137254902,42.295443,-71.056716
Adams St. and Butler St.,8,Boston,Massachusetts,02124,Electric,710.2916666666666,42.295443,-71.056716
Adams St. and Butler St.,9,Boston,Massachusetts,02124,Electric,712.1276595744681,42.295443,-71.056716
Adams St. and Butler St.,10,Boston,Massachusetts,02124,Electric,808.6341463414634,42.295443,-71.056716
Adams St. and Butler St.,11,Boston,Massachusetts,02124,Electric,802.4772727272727,42.295443,-71.056716
Adams St. and Butler St.,12,Boston,Massachusetts,02124,Electric,947.1555555555556,42.295443,-71.056716
Adams St. and Christopher St.,1,Boston,Massachusetts,02124,Electric,3940.3571428571427,42.298193,-71.060766
Adams St. and Christopher St.,2,Boston,Massachusetts,02124,Electric,4119.9375,42.298193,-71.060766
Adams St. and Christopher St.,3,Boston,Massachusetts,02124,Electric,3463.6428571428573,42.298193,-71.060766
Adams St. and Christopher St.,4,Boston,Massachusetts,02124,Electric,3148.8571428571427,42.298193,-71.060766
Adams St. and Christopher St.,5,Boston,Massachusetts,02124,Electric,2784.285714285714,42.298193,-71.060766
Adams St. and Christopher St.,6,Boston,Massachusetts,02124,Electric,2327.8571428571427,42.298193,-71.060766
Adams St. and Christopher St.,7,Boston,Massachusetts,02124,Electric,2382.3125,42.298193,-71.060766
Adams St. and Christopher St.,8,Boston,Massachusetts,02124,Electric,2428.6666666666665,42.298193,-71.060766
Adams St. and Christopher St.,9,Boston,Massachusetts,02124,Electric,2811.5333333333333,42.298193,-71.060766
Adams St. and Christopher St.,10,Boston,Massachusetts,02124,Electric,3117.3076923076924,42.298193,-71.060766
Adams St. and Christopher St.,11,Boston,Massachusetts,02124,Electric,3540.4285714285716,42.298193,-71.060766
Adams St. and Christopher St.,12,Boston,Massachusetts,02124,Electric,4606.857142857143,42.298193,-71.060766
Adams St. and Dorchester Ave.,1,Boston,Massachusetts,02124,Electric,2033.357142857143,42.35143,-71.052847
Adams St. and Dorchester Ave.,2,Boston,Massachusetts,02124,Electric,1813.5625,42.35143,-71.052847
Adams St. and Dorchester Ave.,3,Boston,Massachusetts,02124,Electric,1688.0,42.35143,-71.052847
Adams St. and Dorchester Ave.,4,Boston,Massachusetts,02124,Electric,1518.2142857142858,42.35143,-71.052847
Adams St. and Dorchester Ave.,5,Boston,Massachusetts,02124,Electric,1426.0,42.35143,-71.052847
Adams St. and Dorchester Ave.,6,Boston,Massachusetts,02124,Electric,1291.642857142857,42.35143,-71.052847
Adams St. and Dorchester Ave.,7,Boston,Massachusetts,02124,Electric,1186.625,42.35143,-71.052847
Adams St. and Dorchester Ave.,8,Boston,Massachusetts,02124,Electric,1237.0666666666666,42.35143,-71.052847
Adams St. and Dorchester Ave.,9,Boston,Massachusetts,02124,Electric,1431.2666666666667,42.35143,-71.052847
Adams St. and Dorchester Ave.,10,Boston,Massachusetts,02124,Electric,1626.8461538461538,42.35143,-71.052847
Adams St. and Dorchester Ave.,11,Boston,Massachusetts,02124,Electric,1760.857142857143,42.35143,-71.052847
Adams St. and Dorchester Ave.,12,Boston,Massachusetts,02124,Electric,1953.142857142857,42.35143,-71.052847
Adams St. and East St.,1,Boston,Massachusetts,02122,Electric,2848.6428571428573,42.295545,-71.056221
Adams St. and East St.,2,Boston,Massachusetts,02122,Electric,1573.625,42.295545,-71.056221
Adams St. and East St.,3,Boston,Massachusetts,02122,Electric,1566.142857142857,42.295545,-71.056221
Adams St. and East St.,4,Boston,Massachusetts,02122,Electric,1348.642857142857,42.295545,-71.056221
Adams St. and East St.,5,Boston,Massachusetts,02122,Electric,1405.0,42.295545,-71.056221
Adams St. and East St.,6,Boston,Massachusetts,02122,Electric,1132.2142857142858,42.295545,-71.056221
Adams St. and East St.,7,Boston,Massachusetts,02122,Electric,1059.875,42.295545,-71.056221
Adams St. and East St.,8,Boston,Massachusetts,02122,Electric,1132.3333333333333,42.295545,-71.056221
Adams St. and East St.,9,Boston,Massachusetts,02122,Electric,1384.4666666666667,42.295545,-71.056221
Adams St. and East St.,10,Boston,Massachusetts,02122,Electric,1601.0,42.295545,-71.056221
Adams St. and East St.,11,Boston,Massachusetts,02122,Electric,1689.857142857143,42.295545,-71.056221
Adams St. and East St.,12,Boston,Massachusetts,02122,Electric,2565.6428571428573,42.295545,-71.056221
Adams St. and King St.,1,Boston,Massachusetts,02124,Electric,1414.0,42.329224,-71.075614
Adams St. and King St.,2,Boston,Massachusetts,02124,Electric,919.125,42.329224,-71.075614
Adams St. and King St.,3,Boston,Massachusetts,02124,Electric,823.0714285714286,42.329224,-71.075614
Adams St. and King St.,4,Boston,Massachusetts,02124,Electric,704.7857142857143,42.329224,-71.075614
Adams St. and King St.,5,Boston,Massachusetts,02124,Electric,706.5714285714286,42.329224,-71.075614
Adams St. and King St.,6,Boston,Massachusetts,02124,Electric,634.2857142857143,42.329224,-71.075614
Adams St. and King St.,7,Boston,Massachusetts,02124,Electric,522.6875,42.329224,-71.075614
Adams St. and King St.,8,Boston,Massachusetts,02124,Electric,529.2666666666667,42.329224,-71.075614
Adams St. and King St.,9,Boston,Massachusetts,02124,Electric,617.5333333333333,42.329224,-71.075614
Adams St. and King St.,10,Boston,Massachusetts,02124,Electric,694.6923076923077,42.329224,-71.075614
Adams St. and King St.,11,Boston,Massachusetts,02124,Electric,848.2857142857143,42.329224,-71.075614
Adams St. and King St.,12,Boston,Massachusetts,02124,Electric,1180.357142857143,42.329224,-71.075614
Adams St. and Park St.,1,Boston,Massachusetts,02127,Electric,130.5,42.295545,-71.056221
Adams St. and Park St.,2,Boston,Massachusetts,02127,Electric,139.625,42.295545,-71.056221
Adams St. and Park St.,3,Boston,Massachusetts,02127,Electric,131.5,42.295545,-71.056221
Adams St. and Park St.,4,Boston,Massachusetts,02127,Electric,136.64285714285714,42.295545,-71.056221
Adams St. and Park St.,5,Boston,Massachusetts,02127,Electric,138.57142857142858,42.295545,-71.056221
Adams St. and Park St.,6,Boston,Massachusetts,02127,Electric,137.71428571428572,42.295545,-71.056221
Adams St. and Park St.,7,Boston,Massachusetts,02127,Electric,138.8125,42.295545,-71.056221
Adams St. and Park St.,8,Boston,Massachusetts,02127,Electric,133.0,42.295545,-71.056221
Adams St. and Park St.,9,Boston,Massachusetts,02127,Electric,138.46666666666667,42.295545,-71.056221
Adams St. and Park St.,10,Boston,Massachusetts,02127,Electric,133.69230769230768,42.295545,-71.056221
Adams St. and Park St.,11,Boston,Massachusetts,02127,Electric,139.07142857142858,42.295545,-71.056221
Adams St. and Park St.,12,Boston,Massachusetts,02127,Electric,128.21428571428572,42.295545,-71.056221
Adams St. and Richmond St.,1,Boston,Massachusetts,02122,Electric,120.35714285714286,42.274606,-71.064854
Adams St. and Richmond St.,2,Boston,Massachusetts,02122,Electric,117.8125,42.274606,-71.064854
Adams St. and Richmond St.,3,Boston,Massachusetts,02122,Electric,119.92857142857143,42.274606,-71.064854
Adams St. and Richmond St.,4,Boston,Massachusetts,02122,Electric,120.07142857142857,42.274606,-71.064854
Adams St. and Richmond St.,5,Boston,Massachusetts,02122,Electric,126.64285714285714,42.274606,-71.064854
Adams St. and Richmond St.,6,Boston,Massachusetts,02122,Electric,123.85714285714286,42.274606,-71.064854
Adams St. and Richmond St.,7,Boston,Massachusetts,02122,Electric,119.125,42.274606,-71.064854
Adams St. and Richmond St.,8,Boston,Massachusetts,02122,Electric,117.15384615384616,42.274606,-71.064854
Adams St. and Richmond St.,9,Boston,Massachusetts,02122,Electric,117.33333333333333,42.274606,-71.064854
Adams St. and Richmond St.,10,Boston,Massachusetts,02122,Electric,116.23076923076923,42.274606,-71.064854
Adams St. and Richmond St.,11,Boston,Massachusetts,02122,Electric,116.42857142857143,42.274606,-71.064854
Adams St. and Richmond St.,12,Boston,Massachusetts,02122,Electric,116.71428571428571,42.274606,-71.064854
Adams St. and Victory Rd.,1,Boston,Massachusetts,02124,Electric,1706.2142857142858,42.295837,-71.055385
Adams St. and Victory Rd.,2,Boston,Massachusetts,02124,Electric,1612.6875,42.295837,-71.055385
Adams St. and Victory Rd.,3,Boston,Massachusetts,02124,Electric,1496.0,42.295837,-71.055385
Adams St. and Victory Rd.,4,Boston,Massachusetts,02124,Electric,1259.0714285714287,42.295837,-71.055385
Adams St. and Victory Rd.,5,Boston,Massachusetts,02124,Electric,1207.0,42.295837,-71.055385
Adams St. and Victory Rd.,6,Boston,Massachusetts,02124,Electric,1111.2142857142858,42.295837,-71.055385
Adams St. and Victory Rd.,7,Boston,Massachusetts,02124,Electric,938.875,42.295837,-71.055385
Adams St. and Victory Rd.,8,Boston,Massachusetts,02124,Electric,941.8,42.295837,-71.055385
Adams St. and Victory Rd.,9,Boston,Massachusetts,02124,Electric,1066.8666666666666,42.295837,-71.055385
Adams St. and Victory Rd.,10,Boston,Massachusetts,02124,Electric,1259.6923076923076,42.295837,-71.055385
Adams St. and Victory Rd.,11,Boston,Massachusetts,02124,Electric,1359.0,42.295837,-71.055385
Adams St. and Victory Rd.,12,Boston,Massachusetts,02124,Electric,1668.2857142857142,42.295837,-71.055385
Adams St. opp. Mallet St.,1,Boston,Massachusetts,02124,Electric,909.0,42.290739,-71.056624
Adams St. opp. Mallet St.,2,Boston,Massachusetts,02124,Electric,809.375,42.290739,-71.056624
Adams St. opp. Mallet St.,3,Boston,Massachusetts,02124,Electric,717.6428571428571,42.290739,-71.056624
Adams St. opp. Mallet St.,4,Boston,Massachusetts,02124,Electric,978.0714285714286,42.290739,-71.056624
Adams St. opp. Mallet St.,5,Boston,Massachusetts,02124,Electric,565.6428571428571,42.290739,-71.056624
Adams St. opp. Mallet St.,6,Boston,Massachusetts,02124,Electric,598.3571428571429,42.290739,-71.056624
Adams St. opp. Mallet St.,7,Boston,Massachusetts,02124,Electric,472.625,42.290739,-71.056624
Adams St. opp. Mallet St.,8,Boston,Massachusetts,02124,Electric,453.96875,42.290739,-71.056624
Adams St. opp. Mallet St.,9,Boston,Massachusetts,02124,Electric,531.15625,42.290739,-71.056624
Adams St. opp. Mallet St.,10,Boston,Massachusetts,02124,Electric,576.4615384615385,42.290739,-71.056624
Adams St. opp. Mallet St.,11,Boston,Massachusetts,02124,Electric,660.2142857142857,42.290739,-71.056624
Adams St. opp. Mallet St.,12,Boston,Massachusetts,02124,Electric,811.0,42.290739,-71.056624
"Adams St., Centre St., and Elmdale St.",5,Boston,Massachusetts,02122,Electric,176.0,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",6,Boston,Massachusetts,02122,Electric,169.0,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",8,Boston,Massachusetts,02122,Electric,185.0,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",9,Boston,Massachusetts,02122,Electric,186.0,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",10,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",11,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
"Adams St., Centre St., and Elmdale St.",12,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",5,Boston,Massachusetts,02124,Electric,218.5,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",6,Boston,Massachusetts,02124,Electric,222.5,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",8,Boston,Massachusetts,02124,Electric,211.5,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",9,Boston,Massachusetts,02124,Electric,228.5,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",10,Boston,Massachusetts,02124,Electric,,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",11,Boston,Massachusetts,02124,Electric,,42.329224,-71.075614
"Adams St., Dorchester Ave., and Washington St. (Pierce Sq.)",12,Boston,Massachusetts,02124,Electric,,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",5,Boston,Massachusetts,02122,Electric,204.0,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",6,Boston,Massachusetts,02122,Electric,182.0,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",8,Boston,Massachusetts,02122,Electric,169.0,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",9,Boston,Massachusetts,02122,Electric,187.0,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",10,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",11,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
"Adams St., Neponset Ave., and Parkman St.",12,Boston,Massachusetts,02122,Electric,,42.329224,-71.075614
Addington St. LaGrange St. and Vermont St.,1,Boston,Massachusetts,02132,Electric,376.0,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,2,Boston,Massachusetts,02132,Electric,378.875,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,3,Boston,Massachusetts,02132,Electric,365.64285714285717,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,4,Boston,Massachusetts,02132,Electric,336.7142857142857,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,5,Boston,Massachusetts,02132,Electric,360.84615384615387,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,6,Boston,Massachusetts,02132,Electric,375.0,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,7,Boston,Massachusetts,02132,Electric,350.0625,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,8,Boston,Massachusetts,02132,Electric,340.0,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,9,Boston,Massachusetts,02132,Electric,338.35714285714283,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,10,Boston,Massachusetts,02132,Electric,329.53846153846155,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,11,Boston,Massachusetts,02132,Electric,351.2857142857143,42.351707,-71.064725
Addington St. LaGrange St. and Vermont St.,12,Boston,Massachusetts,02132,Electric,399.07142857142856,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",5,Boston,Massachusetts,02132,Electric,344.0,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",6,Boston,Massachusetts,02132,Electric,345.0,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",8,Boston,Massachusetts,02132,Electric,360.0,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",9,Boston,Massachusetts,02132,Electric,380.0,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",10,Boston,Massachusetts,02132,Electric,,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",11,Boston,Massachusetts,02132,Electric,,42.351707,-71.064725
"Addington St., LaGrange St., and Vermont St.",12,Boston,Massachusetts,02132,Electric,,42.351707,-71.064725
Alban St. Talbot Ave. and Welles Ave.,1,Boston,Massachusetts,02124,Electric,216.21428571428572,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,2,Boston,Massachusetts,02124,Electric,217.875,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,3,Boston,Massachusetts,02124,Electric,206.64285714285714,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,4,Boston,Massachusetts,02124,Electric,205.35714285714286,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,5,Boston,Massachusetts,02124,Electric,206.53846153846155,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,6,Boston,Massachusetts,02124,Electric,214.46153846153845,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,7,Boston,Massachusetts,02124,Electric,207.375,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,8,Boston,Massachusetts,02124,Electric,194.64285714285714,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,9,Boston,Massachusetts,02124,Electric,205.64285714285714,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,10,Boston,Massachusetts,02124,Electric,189.76923076923077,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,11,Boston,Massachusetts,02124,Electric,203.28571428571428,42.289069,-71.06701
Alban St. Talbot Ave. and Welles Ave.,12,Boston,Massachusetts,02124,Electric,208.21428571428572,42.289069,-71.06701
"Alban St., Talbot Ave., and Welles Ave.",5,Boston,Massachusetts,02124,Electric,205.0,42.289069,-71.06701
